candidate_id,latent_row,window_id,chrom,start,end,center,length_bp,segments,sample_id,condition,replicate,known_overlap,known_structure_ids,known_types,valid_pixel_fraction,intensity_score,reconstruction_error,candidate_threshold,is_candidate,score_rank,is_known_reference,is_background_reference,known_reference_ids,known_reference_types,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,independent_locus_id,nearest_known_window_id,nearest_known_ids,nearest_known_types,nearest_known_pca_distance,rep2_window_id,replicate_correlation,reproducibility_status
candidate_012,1304,WT_rep1__scan_1304000,NC_000913.3,1292000,1316000,1304000,24000,"[{""start"":1292000,""end"":1316000}]",WT_rep1,WT,1,True,OPCID_23;CHIN_77,CHIN;OPCID,0.9383544921875,0.1027960094810168,0.06082241,0.0531527660787105,True,19,False,False,,,-2.319800935679645,-2.5084340373794394,-1.0635261521693684,1.5161869042773573,-1.598246901267602,-3.064529506479965,0.00013757602891626325,-2.7322492218705707,0.8223961553127238,0.7508556059438576,-1,NC_000913.3:locus_0002,WT_rep1__scan_2106000,CHID_11;CHIN_117,CHID;CHIN,4.130836968164969,,,pending_P09
candidate_013,1305,WT_rep1__scan_1305000,NC_000913.3,1293000,1317000,1305000,24000,"[{""start"":1293000,""end"":1317000}]",WT_rep1,WT,1,True,OPCID_23;CHIN_77,CHIN;OPCID,0.9383544921875,0.1011847189553852,0.05629344,0.0531527660787105,True,33,False,False,,,-1.8752518309642798,-3.0162186047828063,-1.0866150543299113,1.6845850768350723,-0.3426636838647448,-2.4193943948193635,-2.603175491879474,-3.1403488118395875,2.7071851064406567,-0.5156395380675531,-1,NC_000913.3:locus_0002,WT_rep1__scan_2108000,CHIN_120,CHIN,4.565012783235097,,,pending_P09
candidate_014,1306,WT_rep1__scan_1306000,NC_000913.3,1294000,1318000,1306000,24000,"[{""start"":1294000,""end"":1318000}]",WT_rep1,WT,1,True,OPCID_23;CHIN_77,CHIN;OPCID,0.92340087890625,0.100829091845234,0.054284386,0.0531527660787105,True,41,False,False,,,-1.5782252580764815,-3.6841271875977504,-1.0427228400096535,1.0353109375031493,1.1098490014898437,0.8732758284636167,-2.3515271259911548,-1.0350098593039874,0.6661940077668971,-0.004388943368923398,-1,NC_000913.3:locus_0002,WT_rep1__scan_0108000,OPCID_3,OPCID,3.793224558917181,,,pending_P09
candidate_015,1307,WT_rep1__scan_1307000,NC_000913.3,1295000,1319000,1307000,24000,"[{""start"":1295000,""end"":1319000}]",WT_rep1,WT,1,True,OPCID_23;CHIN_77,CHIN;OPCID,0.9383544921875,0.0988772109018977,0.054532763,0.0531527660787105,True,39,False,False,,,-1.2315627078208855,-4.014029335767147,-1.2486008567316813,0.10889011758769032,2.0213932636730263,4.895978919084997,-1.464860071851517,0.19360210571942169,-1.1210825904902233,-0.0970125024556114,-1,NC_000913.3:locus_0002,WT_rep1__scan_2110000,CHIN_121,CHIN,4.7416147119128,,,pending_P09
candidate_016,2395,WT_rep1__scan_2395000,NC_000913.3,2383000,2407000,2395000,24000,"[{""start"":2383000,""end"":2407000}]",WT_rep1,WT,1,True,CHID_13;CHIN_137;CHIN_138;CHIN_139;OPCID_34;OPCID_35,CHID;CHIN;OPCID,1.0,0.1131781076064211,0.054329064,0.0531527660787105,True,40,True,False,OPCID_35,OPCID,-3.3030920775972,2.9063592949749366,0.03186415475312429,-0.7739886879769301,2.762042674239921,2.6882354954279046,-0.9410977222977885,-1.411055646618133,-2.9223783942116253,0.6681443399862005,-1,NC_000913.3:locus_0003,WT_rep1__scan_2395000,OPCID_35,OPCID,0.0,,,pending_P09
candidate_017,2396,WT_rep1__scan_2396000,NC_000913.3,2384000,2408000,2396000,24000,"[{""start"":2384000,""end"":2408000}]",WT_rep1,WT,1,True,CHID_13;CHIN_137;CHIN_138;CHIN_139;OPCID_34;OPCID_35,CHID;CHIN;OPCID,1.0,0.1147481553795561,0.059214074,0.0531527660787105,True,22,False,False,,,-3.5013806375628693,2.267318942589386,-0.3315611419659789,-1.7960815997398363,2.789196457207832,2.4379886791006977,-0.11019348140250923,-0.42663411300100923,-1.4879430307618657,2.450268835364945,-1,NC_000913.3:locus_0003,WT_rep1__scan_2395000,OPCID_35,OPCID,2.929311135899371,,,pending_P09
candidate_018,2397,WT_rep1__scan_2397000,NC_000913.3,2385000,2409000,2397000,24000,"[{""start"":2385000,""end"":2409000}]",WT_rep1,WT,1,True,CHID_13;CHIN_137;CHIN_138;CHIN_139;OPCID_34;OPCID_35,CHID;CHIN;OPCID,1.0,0.1161229165276769,0.06346795,0.0531527660787105,True,13,False,False,,,-3.7491382892988994,1.27122579127654,-0.24682735890122953,-2.4854377369512686,1.604606372260625,0.392239942021217,0.08767839227047779,0.07772593622227923,-0.1255289457251418,3.0628478990866395,-1,NC_000913.3:locus_0003,WT_rep1__scan_3634000,CHID_19;CHIN_191,CHID;CHIN,4.796483727253661,,,pending_P09
candidate_019,2398,WT_rep1__scan_2398000,NC_000913.3,2386000,2410000,2398000,24000,"[{""start"":2386000,""end"":2410000}]",WT_rep1,WT,1,True,CHID_13;CHIN_138;CHIN_139;OPCID_34;OPCID_35,CHID;CHIN;OPCID,1.0,0.1174747917697878,0.06364422,0.0531527660787105,True,12,False,False,,,-3.9595249567763133,0.10069379749837444,-0.17365328219406942,-2.8419227376539573,-0.29245004831398935,-2.6475515689938725,-0.8632569814556176,0.17810648376485227,0.6359721620368163,3.8785907845335483,-1,NC_000913.3:locus_0003,WT_rep1__scan_3049000,OPCID_52,OPCID,5.008277013586703,,,pending_P09
candidate_020,2399,WT_rep1__scan_2399000,NC_000913.3,2387000,2411000,2399000,24000,"[{""start"":2387000,""end"":2411000}]",WT_rep1,WT,1,True,CHID_13;CHIN_138;CHIN_139;OPCID_34;OPCID_35,CHID;CHIN;OPCID,1.0,0.1183802030213252,0.057290535,0.0531527660787105,True,31,False,False,,,-4.031990611050021,-1.2103957651187114,-0.7624588697935907,-3.0981601977376543,-1.0384404170773405,-2.7848890276144145,-1.0426104469914204,-0.39056265895941583,0.46764611011640306,2.8163039950399877,-1,NC_000913.3:locus_0003,WT_rep1__scan_3049000,OPCID_52,OPCID,5.505090047724572,,,pending_P09
candidate_021,2732,WT_rep1__scan_2732000,NC_000913.3,2720000,2744000,2732000,24000,"[{""start"":2720000,""end"":2744000}]",WT_rep1,WT,1,False,,,0.7652587890625,0.0781718219056673,0.05319896,0.0531527660787105,True,47,False,False,,,-0.15025991872693933,-0.4037083830005627,0.5900867252645458,0.4260423792295201,-3.3652114714209183,-0.25008853442401024,0.5117258205056374,-0.46370217335406866,-1.2996032637333528,3.0812076713669017,-1,NC_000913.3:locus_0004,WT_rep1__scan_2544000,OPCID_39,OPCID,3.5101473010887023,,,pending_P09
candidate_022,3268,WT_rep1__scan_3268000,NC_000913.3,3256000,3280000,3268000,24000,"[{""start"":3256000,""end"":3280000}]",WT_rep1,WT,1,True,CHIN_179;CHIN_180;CHIN_181;OPCID_53,CHIN;OPCID,1.0,0.1057492718275901,0.05853872,0.0531527660787105,True,27,False,False,,,-2.2092564999004276,1.277940544055649,0.6608277148070213,-1.1933519662289684,0.6657705522062248,1.3464229755284631,-3.4784604562025945,1.60215949424322,0.5547691720801065,-0.017970090326169304,-1,NC_000913.3:locus_0005,WT_rep1__scan_3269000,CHIN_181,CHIN,3.1199143828278952,,,pending_P09
candidate_023,3269,WT_rep1__scan_3269000,NC_000913.3,3257000,3281000,3269000,24000,"[{""start"":3257000,""end"":3281000}]",WT_rep1,WT,1,True,CHIN_179;CHIN_180;CHIN_181;OPCID_53,CHIN;OPCID,1.0,0.1056227374298763,0.058228295,0.0531527660787105,True,28,True,False,CHIN_181,CHIN,-2.58629134703304,0.5777468116190201,-0.17454509166680426,-2.6390930159751895,-1.3002693265900835,0.2958117870739919,-4.373925219430009,2.0848329449193463,1.0761634721152125,-0.2119928105460123,-1,NC_000913.3:locus_0005,WT_rep1__scan_3269000,CHIN_181,CHIN,0.0,,,pending_P09
candidate_024,3319,WT_rep1__scan_3319000,NC_000913.3,3307000,3331000,3319000,24000,"[{""start"":3307000,""end"":3331000}]",WT_rep1,WT,1,True,CHIN_183;CHIN_184,CHIN,1.0,0.0914809590025,0.05372849,0.0531527660787105,True,45,False,False,,,-1.3108119566866108,-1.0296658644597847,2.132634330820907,1.9810584983077997,-2.05186527093474,2.525137901638815,-0.7120521692658508,0.7215780269242797,0.11463392914532337,2.2309248352968223,-1,NC_000913.3:locus_0006,WT_rep1__scan_4261000,CHIN_227,CHIN,3.297023722311327,,,pending_P09
candidate_025,3433,WT_rep1__scan_3433000,NC_000913.3,3421000,3445000,3433000,24000,"[{""start"":3421000,""end"":3445000}]",WT_rep1,WT,1,True,OPCID_55,OPCID,0.73828125,0.1066470536297986,0.059066236,0.0531527660787105,True,23,False,False,,,-0.31073290839235373,2.3343196915526954,1.5987239545332461,1.7588853004854186,1.4220038596687194,1.700976449289503,-1.1210894148070825,-2.1643299480133256,0.5075351708379437,-0.5375389149973521,0,NC_000913.3:locus_0007,WT_rep1__scan_3266000,CHIN_180,CHIN,2.456994791198411,,,pending_P09
candidate_026,3434,WT_rep1__scan_3434000,NC_000913.3,3422000,3446000,3434000,24000,"[{""start"":3422000,""end"":3446000}]",WT_rep1,WT,1,True,OPCID_55,OPCID,0.73834228515625,0.1127362541611777,0.06287867,0.0531527660787105,True,14,False,False,,,-0.5866131955501336,2.4435900577571976,1.530250426663677,-0.007104910170907011,1.3207182849876828,2.0418457944136432,-1.7333225135580137,-1.1517945513755712,0.9707171533909732,0.20326700830605202,0,NC_000913.3:locus_0007,WT_rep1__scan_3633000,CHIN_189;CHIN_190,CHIN,2.470489953092069,,,pending_P09
candidate_027,3435,WT_rep1__scan_3435000,NC_000913.3,3423000,3447000,3435000,24000,"[{""start"":3423000,""end"":3447000}]",WT_rep1,WT,1,True,OPCID_55,OPCID,0.76513671875,0.119185327350262,0.068494536,0.0531527660787105,True,6,False,False,,,-1.0020710400675175,2.6451962729086564,1.2709484125185944,-2.097761983637211,1.5387983619232306,1.8431413484472352,-1.4622543820143274,-0.5106377775055176,0.3603617794949392,0.2784462187057731,0,NC_000913.3:locus_0007,WT_rep1__scan_3633000,CHIN_189;CHIN_190,CHIN,2.5139466047970647,,,pending_P09
candidate_028,3436,WT_rep1__scan_3436000,NC_000913.3,3424000,3448000,3436000,24000,"[{""start"":3424000,""end"":3448000}]",WT_rep1,WT,1,True,OPCID_55,OPCID,0.75177001953125,0.1253894822691006,0.069646835,0.0531527660787105,True,5,False,False,,,-1.6232320693516027,2.8298576879246684,1.1415735600364134,-3.5385183609499014,1.6346827966838495,1.077073482686551,-0.31110477593510055,-0.21302145369108694,-0.5908315813663223,-0.5990783664838443,-1,NC_000913.3:locus_0007,WT_rep1__scan_2387000,CHIN_139,CHIN,3.797896157524421,,,pending_P09
candidate_029,3437,WT_rep1__scan_3437000,NC_000913.3,3425000,3449000,3437000,24000,"[{""start"":3425000,""end"":3449000}]",WT_rep1,WT,1,True,OPCID_55,OPCID,0.7655029296875,0.1280633297752612,0.055483345,0.0531527660787105,True,35,False,False,,,-2.1973688323411293,3.074039237957985,1.25636481525559,-3.8687455048612227,1.0871774799231344,-1.0439863556370539,0.5303306865166377,-0.19521306784149367,-1.718436073548602,-1.4325250143202668,-1,NC_000913.3:locus_0007,WT_rep1__scan_2387000,CHIN_139,CHIN,4.389073666884325,,,pending_P09
candidate_030,3543,WT_rep1__scan_3543000,NC_000913.3,3531000,3555000,3543000,24000,"[{""start"":3531000,""end"":3555000}]",WT_rep1,WT,1,True,OPCID_56;OPCID_57,OPCID,1.0,0.1043115272420176,0.05547227,0.0531527660787105,True,36,False,False,,,-0.8043304468619524,0.42188966244943915,4.929094943064017,0.5746024396816423,-0.7466874128941695,-0.7012556785158456,-0.0771919110479169,-2.2778008438109953,0.22741109397058445,1.0921502918368675,-1,NC_000913.3:locus_0008,WT_rep1__scan_3875000,CHIN_218,CHIN,3.474453106550524,,,pending_P09
candidate_031,3544,WT_rep1__scan_3544000,NC_000913.3,3532000,3556000,3544000,24000,"[{""start"":3532000,""end"":3556000}]",WT_rep1,WT,1,True,OPCID_56;OPCID_57,OPCID,1.0,0.1126305486443822,0.070101835,0.0531527660787105,True,4,False,False,,,-1.0576443188487128,0.9014860052719984,4.4050537636407485,1.2894864221980693,-1.2913537785604183,1.2592930143045225,-1.2019443067629623,-2.211671319653789,0.9018983858782369,0.6337880352138098,-1,NC_000913.3:locus_0008,WT_rep1__scan_3875000,CHIN_218,CHIN,4.302547367910683,,,pending_P09
candidate_032,3545,WT_rep1__scan_3545000,NC_000913.3,3533000,3557000,3545000,24000,"[{""start"":3533000,""end"":3557000}]",WT_rep1,WT,1,True,OPCID_56;OPCID_57,OPCID,1.0,0.1146884819873929,0.07171421,0.0531527660787105,True,3,False,False,,,-1.412357260656325,1.4736769146272473,3.3568174007128144,1.2746151168632105,-1.8228071791964056,3.2111947450868694,-1.117540599878752,-1.6192470993071133,1.076233955231623,0.4114483392788271,-1,NC_000913.3:locus_0008,WT_rep1__scan_0193000,OPCID_6,OPCID,4.665504664891098,,,pending_P09
candidate_033,3546,WT_rep1__scan_3546000,NC_000913.3,3534000,3558000,3546000,24000,"[{""start"":3534000,""end"":3558000}]",WT_rep1,WT,1,True,OPCID_56;OPCID_57,OPCID,1.0,0.112001092016867,0.060605507,0.0531527660787105,True,20,False,False,,,-1.7883056874811891,1.89354662031056,1.7533301170709654,0.8246230069133804,-2.6231984250502145,3.635624458996389,-0.5046503530246204,-0.39535099680744695,1.3730728667302667,0.19057328803427528,-1,NC_000913.3:locus_0008,WT_rep1__scan_3321000,CHIN_183,CHIN,4.094076804468528,,,pending_P09
candidate_034,4170,WT_rep1__scan_4170000,NC_000913.3,4158000,4182000,4170000,24000,"[{""start"":4158000,""end"":4182000}]",WT_rep1,WT,1,False,,,0.67266845703125,0.097393190014118,0.05797924,0.0531527660787105,True,30,False,False,,,0.06586127320230445,0.7647075751557405,3.0611416491401955,-1.351299300518761,0.2997576876332741,-0.7326358097171504,1.8773689027153362,-3.7197611715668697,0.9408029763284317,-1.2001099988166275,-1,NC_000913.3:locus_0009,WT_rep1__scan_0314000,CHIN_18,CHIN,3.768096405270551,,,pending_P09
candidate_035,4171,WT_rep1__scan_4171000,NC_000913.3,4159000,4183000,4171000,24000,"[{""start"":4159000,""end"":4183000}]",WT_rep1,WT,1,False,,,0.64739990234375,0.0992428896556896,0.062283725,0.0531527660787105,True,16,False,False,,,-0.006633498002503168,0.8944454458355554,2.6562399133433576,-1.0446840978724572,-0.7770225628517933,0.281897839176702,1.6456675446613929,-2.693884531051181,0.3462883283136645,-0.0952688179640883,-1,NC_000913.3:locus_0009,WT_rep1__scan_0314000,CHIN_18,CHIN,3.3969590024372027,,,pending_P09
candidate_036,4172,WT_rep1__scan_4172000,NC_000913.3,4160000,4184000,4172000,24000,"[{""start"":4160000,""end"":4184000}]",WT_rep1,WT,1,False,,,0.67254638671875,0.10114983899362,0.06555033,0.0531527660787105,True,10,False,False,,,-0.2845222542912592,1.0297002494047927,1.746190956000586,0.07610921446655071,-2.594088084175223,0.8951979337691398,0.2991350009034505,-0.9226444743823212,0.09553021757935219,1.6675967701314585,-1,NC_000913.3:locus_0009,WT_rep1__scan_2169000,CHIN_124,CHIN,3.2964507978870237,,,pending_P09
candidate_037,4173,WT_rep1__scan_4173000,NC_000913.3,4161000,4185000,4173000,24000,"[{""start"":4161000,""end"":4185000}]",WT_rep1,WT,1,False,,,0.67266845703125,0.1037027176413892,0.06843882,0.0531527660787105,True,7,False,False,,,-0.40664971921439014,1.113843567595549,1.073322021254108,1.6247482785503897,-3.0273257275874075,1.0039537595358263,-0.31726200444028785,0.20568257282859778,-0.2550814965483307,2.1325368372885065,0,NC_000913.3:locus_0009,WT_rep1__scan_0193000,OPCID_6,OPCID,3.1349752626935152,,,pending_P09
candidate_038,4174,WT_rep1__scan_4174000,NC_000913.3,4162000,4186000,4174000,24000,"[{""start"":4162000,""end"":4186000}]",WT_rep1,WT,1,False,,,0.64739990234375,0.1048411470120239,0.061233584,0.0531527660787105,True,17,False,False,,,-0.5926349133379609,1.4125790219747847,0.1794363641769521,1.7568681069274,-2.651735235585422,0.5416966205577155,-1.0629758475305329,0.6256909411276076,-0.2944331205594232,1.5732909355497384,0,NC_000913.3:locus_0009,WT_rep1__scan_1143000,OPCID_19,OPCID,2.657026829115325,,,pending_P09
candidate_039,4175,WT_rep1__scan_4175000,NC_000913.3,4163000,4187000,4175000,24000,"[{""start"":4163000,""end"":4187000}]",WT_rep1,WT,1,False,,,0.67254638671875,0.1066163456935335,0.061136488,0.0531527660787105,True,18,False,False,,,-1.0263549081670145,1.8410426479642417,-0.9688212710111374,1.7815584939459654,-2.019799441246812,1.3496397587990954,-1.9083879117876175,-0.2547044377769086,-0.6982766589903266,-0.40332920262205707,0,NC_000913.3:locus_0009,WT_rep1__scan_1143000,OPCID_19,OPCID,3.1270622275271758,,,pending_P09
candidate_040,4176,WT_rep1__scan_4176000,NC_000913.3,4164000,4188000,4176000,24000,"[{""start"":4164000,""end"":4188000}]",WT_rep1,WT,1,False,,,0.67266845703125,0.10990186783632,0.06258749,0.0531527660787105,True,15,False,False,,,-1.1675905134393534,2.076890454215424,-1.1388309785050716,0.8048128367761502,-0.8684336956091155,1.2684423541414063,-2.68967903117258,-1.0127506115238731,-0.8632859050324958,-1.420621492947997,0,NC_000913.3:locus_0009,WT_rep1__scan_2104000,CHIN_114;CHIN_115,CHIN,3.5458790643064786,,,pending_P09
candidate_041,4177,WT_rep1__scan_4177000,NC_000913.3,4165000,4189000,4177000,24000,"[{""start"":4165000,""end"":4189000}]",WT_rep1,WT,1,False,,,0.64739990234375,0.1134455479084619,0.0547454,0.0531527660787105,True,38,False,False,,,-1.4308871369361456,2.2474798162477225,-1.2181522103524578,-0.21249125506756117,-0.06113094018409869,0.9289655066792613,-1.6874937930954512,-0.5717764586689673,-2.1613084485500744,-2.225273005282108,0,NC_000913.3:locus_0009,WT_rep1__scan_2104000,CHIN_114;CHIN_115,CHIN,2.787048961405536,,,pending_P09
candidate_042,4178,WT_rep1__scan_4178000,NC_000913.3,4166000,4190000,4178000,24000,"[{""start"":4166000,""end"":4190000}]",WT_rep1,WT,1,False,,,0.67254638671875,0.1153242541254816,0.055144638,0.0531527660787105,True,37,False,False,,,-1.7029861721333899,2.4181487988931316,-1.1309225011114437,-0.3350763888245023,1.628107871794767,0.9802027680219187,-0.4851348371920133,-1.0031795554352847,-4.1287685392902915,-0.30359732009438306,-1,NC_000913.3:locus_0009,WT_rep1__scan_2395000,OPCID_35,OPCID,3.3645970396329057,,,pending_P09
candidate_043,4181,WT_rep1__scan_4181000,NC_000913.3,4169000,4193000,4181000,24000,"[{""start"":4169000,""end"":4193000}]",WT_rep1,WT,1,False,,,0.79296875,0.1060517322835757,0.0601616,0.0531527660787105,True,21,False,False,,,-1.683811028427508,0.25250815618243944,-0.23742544174737365,0.18506717602847972,1.129473986942832,-1.8091139926145596,-0.12882422832959473,-0.6369119031550841,1.1534611140154574,3.672740611543483,-1,NC_000913.3:locus_0009,WT_rep1__scan_3049000,OPCID_52,OPCID,3.6677278085810507,,,pending_P09
candidate_044,4182,WT_rep1__scan_4182000,NC_000913.3,4170000,4194000,4182000,24000,"[{""start"":4170000,""end"":4194000}]",WT_rep1,WT,1,False,,,0.86419677734375,0.1000014594833121,0.058570623,0.0531527660787105,True,26,False,False,,,-1.56928352855325,-0.9325093186109581,-0.5607773648062931,-0.6023056423686973,0.06031607157510053,-2.019976010320621,-1.2478303110317772,-1.2224327355273756,3.8036985238744485,2.686983560928504,-1,NC_000913.3:locus_0009,WT_rep1__scan_2108000,CHIN_120,CHIN,4.375186375177159,,,pending_P09
candidate_045,4248,WT_rep1__scan_4248000,NC_000913.3,4236000,4260000,4248000,24000,"[{""start"":4236000,""end"":4260000}]",WT_rep1,WT,1,True,CHIN_226;OPCID_65;CHIN_227,CHIN;OPCID,1.0,0.130394917523691,0.05392011,0.0531527660787105,True,42,False,False,,,-2.8863470640528477,0.17862473479037877,-1.5819930784811618,0.6790067755373698,3.6046439843156417,-0.20773722421547744,-0.17683203437366288,-0.6612759440903618,0.01468209689444073,1.1621453956757217,-1,NC_000913.3:locus_0010,WT_rep1__scan_2535000,OPCID_38,OPCID,3.3799730327917046,,,pending_P09
candidate_046,4249,WT_rep1__scan_4249000,NC_000913.3,4237000,4261000,4249000,24000,"[{""start"":4237000,""end"":4261000}]",WT_rep1,WT,1,True,CHIN_226;OPCID_65;CHIN_227,CHIN;OPCID,1.0,0.1306967843165153,0.057192992,0.0531527660787105,True,32,False,False,,,-2.789053561351048,-0.757071983452003,-0.3955075770290826,-0.22206727452823047,3.287347534995346,-2.6577230169016435,-2.6600167281857416,-0.5299176038180332,1.1192311898210352,0.6743795876938931,-1,NC_000913.3:locus_0010,WT_rep1__scan_3555000,OPCID_57,OPCID,4.116204841131686,,,pending_P09
