structure_id,type,chrom,start,end,center,length_bp,condition,wt_rep1,wt_rep2,wt_mean,mutant_rep1,mutant_rep2,mutant_mean,log2_fc,rep1_log2_fc,rep2_log2_fc,wt_rep_log2_ratio,reference_band,replicate_direction_agreement,effect_label,valid_pair_count,valid_weight_fraction,roi_weight_sum,oe_mean_abs_difference,status
OPCID_8,OPCID,NC_000913.3,199310,201910,200610,2600,DhnsDstpA,0.6562397037000641,0.6650653376784799,0.6606525206892719,0.6916070069015675,0.6273871752230908,0.6594970910623292,-0.0025253698576028372,0.06606081963138873,-0.07453562731238414,0.019273199356993592,0.32192809488736235,False,within_reference,351,1.0,325.09000000000003,0.2718287276838463,ok
OPCID_9,OPCID,NC_000913.3,243140,249010,246075,5870,DstpA,0.18224440403737507,0.18257778305165087,0.18241109354451296,0.23435521953274158,0.2289935747362459,0.23167439713449373,0.34490514613459944,0.361503455353221,0.32811364737074833,0.0026367057790359113,0.32192809488736235,True,increase_consistent,1770,1.0,1693.66,0.19231756108536627,ok
OPCID_9,OPCID,NC_000913.3,243140,249010,246075,5870,DhnsDstpA,0.18224440403737507,0.18257778305165087,0.18241109354451296,0.22440843610774308,0.2069478756698265,0.2156781558887848,0.24168659486017602,0.29893344033446273,0.18207396794722974,0.0026367057790359113,0.32192809488736235,True,within_reference,1770,1.0,1693.66,0.17299115745815805,ok
OPCID_10,OPCID,NC_000913.3,321350,325140,323245,3790,DstpA,0.6489513853038951,0.6604785009206747,0.654714943112285,0.3319439858436489,0.3283074477182873,0.33012571678096814,-0.9878513783222566,-0.9799270937810801,-0.9958194290503551,0.025401195310449785,0.32192809488736235,True,decrease_consistent,741,1.0,699.5,1.5391758517929244,ok
OPCID_10,OPCID,NC_000913.3,321350,325140,323245,3790,DhnsDstpA,0.6489513853038951,0.6604785009206747,0.654714943112285,0.3577638558102099,0.3275286516603389,0.3426462537352744,-0.934146993526198,-0.8718592650853096,-0.9992457904228158,0.025401195310449785,0.32192809488736235,True,decrease_consistent,741,1.0,699.5,1.430568437589217,ok
OPCID_11,OPCID,NC_000913.3,426840,441690,434265,14850,DstpA,0.11378560878698303,0.11758604512928154,0.11568582695813229,0.17000844547059102,0.16781372400843705,0.16891108473951405,0.5460518816045224,0.5553942905012754,0.5366485798674175,0.04739875217573118,0.32192809488736235,True,increase_consistent,11026,1.0,10952.04,0.33064030507851994,ok
OPCID_11,OPCID,NC_000913.3,426840,441690,434265,14850,DhnsDstpA,0.11378560878698303,0.11758604512928154,0.11568582695813229,0.11744928686181931,0.1089862867886847,0.113217786825252,-0.03111149874428317,0.02182582743015856,-0.08606550691073579,0.04739875217573118,0.32192809488736235,False,within_reference,11026,1.0,10952.04,0.38848324687150515,ok
OPCID_12,OPCID,NC_000913.3,629820,632900,631360,3080,DstpA,0.5246282500095162,0.5449628290803474,0.5347955395449318,0.527163355943619,0.6367730860389396,0.5819682209912793,0.12195294264730144,-0.020737343152983524,0.25179192727009453,0.05486233418771841,0.32192809488736235,False,within_reference,465,1.0,459.0,0.3981048219403344,ok
OPCID_12,OPCID,NC_000913.3,629820,632900,631360,3080,DhnsDstpA,0.5246282500095162,0.5449628290803474,0.5347955395449318,0.4918628154797297,0.4434426514021971,0.46765273344096336,-0.19354981253321002,-0.120731440358951,-0.2702398938751281,0.05486233418771841,0.32192809488736235,True,within_reference,465,1.0,459.0,0.73360533489227,ok
OPCID_13,OPCID,NC_000913.3,699160,708860,704010,9700,DstpA,0.16475488736320118,0.17574667319476495,0.17025078027898305,0.19230709852309583,0.21146670848081034,0.2018869035019531,0.24588591511093122,0.17575060675582996,0.3127691453000827,0.09317611736629657,0.32192809488736235,True,within_reference,4753,1.0,4656.24,0.29323987336349594,ok
OPCID_13,OPCID,NC_000913.3,699160,708860,704010,9700,DhnsDstpA,0.16475488736320118,0.17574667319476495,0.17025078027898305,0.1664568992129,0.1519805083898296,0.1592187038013648,-0.09665158762193306,-0.03251274255206136,-0.16377510144058705,0.09317611736629657,0.32192809488736235,True,within_reference,4753,1.0,4656.24,0.5621020772572699,ok
OPCID_14,OPCID,NC_000913.3,762610,765260,763935,2650,DstpA,0.5667086652545196,0.6990173679330499,0.6328630165937847,0.9455074647641193,0.9160016011905707,0.930754532977345,0.556507475700465,0.5791955866383468,0.5334568585539152,0.30272103941789597,0.32192809488736235,True,increase_consistent,351,1.0,338.04,0.17290934388598175,ok
OPCID_14,OPCID,NC_000913.3,762610,765260,763935,2650,DhnsDstpA,0.5667086652545196,0.6990173679330499,0.6328630165937847,0.7814405280745151,0.693076291770636,0.7372584099225756,0.2202771126017272,0.30424281873656067,0.13112090703738313,0.30272103941789597,0.32192809488736235,True,within_reference,351,1.0,338.04,0.1567791542462864,ok
OPCID_15,OPCID,NC_000913.3,771270,774550,772910,3280,DstpA,1.1164412898456417,1.1289795315609803,1.122710410703311,0.5968638614541215,0.5476668286514363,0.5722653450527789,-0.9722297016706867,-0.9115120402063209,-1.035615444062895,0.0161119438989071,0.32192809488736235,True,decrease_consistent,561,1.0,521.75,1.5187374645272111,ok
OPCID_15,OPCID,NC_000913.3,771270,774550,772910,3280,DhnsDstpA,1.1164412898456417,1.1289795315609803,1.122710410703311,0.8383827425482374,0.7802566642860047,0.8093197034171211,-0.4722042259801356,-0.4213049247924825,-0.5249651707606905,0.0161119438989071,0.32192809488736235,True,decrease_consistent,561,1.0,521.75,0.6677907733142129,ok
OPCID_16,OPCID,NC_000913.3,932320,940780,936550,8460,DstpA,0.2063061767940617,0.21287476145610593,0.20959046912508383,0.23119153188148048,0.22612426886743842,0.22865790037445943,0.12561765311687986,0.14151544201110605,0.10954272461420653,0.0452178971742717,0.32192809488736235,True,within_reference,3570,1.0,3536.44,0.3577903862597165,ok
OPCID_16,OPCID,NC_000913.3,932320,940780,936550,8460,DhnsDstpA,0.2063061767940617,0.21287476145610593,0.20959046912508383,0.2219819957137295,0.20331803093054124,0.21265001332213537,0.0209078318035811,0.08286955515985876,-0.043834949611145646,0.0452178971742717,0.32192809488736235,False,within_reference,3570,1.0,3536.44,0.40571204612679596,ok
OPCID_17,OPCID,NC_000913.3,950090,955440,952765,5350,DstpA,0.3510621949940784,0.33627705961088916,0.3436696273024838,0.3150101008623945,0.29394564444510407,0.30447787265374926,-0.17468496857388546,-0.12562426575441332,-0.2254729545703673,-0.06207628095972007,0.32192809488736235,True,within_reference,1485,1.0,1404.54,0.7126840579417368,ok
OPCID_17,OPCID,NC_000913.3,950090,955440,952765,5350,DhnsDstpA,0.3510621949940784,0.33627705961088916,0.3436696273024838,0.4014259480883872,0.3664878943001102,0.38395692119424873,0.1599220985882558,0.22411151980098729,0.09274318913232601,-0.06207628095972007,0.32192809488736235,True,within_reference,1485,1.0,1404.54,0.23462714581614133,ok
OPCID_18,OPCID,NC_000913.3,961460,964210,962835,2750,DstpA,0.5643610120008287,0.5642220886794527,0.5642915503401407,1.1107750587863223,0.9425999456966004,1.0266875022414614,0.8634844764712263,0.977054036478812,0.7402048513039076,-0.0003551780771916701,0.32192809488736235,True,increase_consistent,406,1.0,364.53999999999996,0.5686593467793691,ok
OPCID_18,OPCID,NC_000913.3,961460,964210,962835,2750,DhnsDstpA,0.5643610120008287,0.5642220886794527,0.5642915503401407,0.8171560983104316,0.7348495311091858,0.7760028147098087,0.4596211384158476,0.534170950465216,0.3810081248558717,-0.0003551780771916701,0.32192809488736235,True,increase_consistent,406,1.0,364.53999999999996,0.2432294317328497,ok
OPCID_19,OPCID,NC_000913.3,1140560,1145010,1142785,4450,DstpA,0.42278082549178625,0.43660063094317747,0.4296907282174819,0.5269887268347636,0.5065047816497285,0.516746754242246,0.266158774656118,0.29447345329028674,0.2372772415723633,0.04640426799273021,0.32192809488736235,True,within_reference,1035,1.0,968.04,0.24194111602489568,ok
OPCID_19,OPCID,NC_000913.3,1140560,1145010,1142785,4450,DhnsDstpA,0.42278082549178625,0.43660063094317747,0.4296907282174819,0.45006400714784456,0.4104707958628233,0.43026740150533394,0.0019348937780765702,0.06683154580404163,-0.06601906633148132,0.04640426799273021,0.32192809488736235,False,within_reference,1035,1.0,968.04,0.4698335249515194,ok
OPCID_20,OPCID,NC_000913.3,1186860,1190410,1188635,3550,DstpA,0.36716720414912846,0.3687898427558381,0.3679785234524833,0.43343180804291265,0.4234484206254366,0.4284401143341746,0.21947199634086306,0.23618346377663887,0.2025646806881963,0.006361720359037159,0.32192809488736235,True,within_reference,666,1.0,612.54,0.2144607906385879,ok
OPCID_20,OPCID,NC_000913.3,1186860,1190410,1188635,3550,DhnsDstpA,0.36716720414912846,0.3687898427558381,0.3679785234524833,0.545727661583998,0.5002635578954928,0.5229956097397455,0.5071772680142574,0.5685596043255042,0.4430667939901543,0.006361720359037159,0.32192809488736235,True,increase_consistent,666,1.0,612.54,0.2699090369609392,ok
OPCID_21,OPCID,NC_000913.3,1224080,1226150,1225115,2070,DstpA,0.6482305717624867,0.6623097463752318,0.6552701590688592,0.8135166014647336,0.8355155466147232,0.8245160740397284,0.3314577863995684,0.31208195428153535,0.3505768400182368,0.03099902625785973,0.32192809488736235,True,inconsistent_or_borderline,231,1.0,204.1,0.11703744256283645,ok
OPCID_21,OPCID,NC_000913.3,1224080,1226150,1225115,2070,DhnsDstpA,0.6482305717624867,0.6623097463752318,0.6552701590688592,0.8400309725433207,0.766781261629283,0.8034061170863018,0.2940396129691278,0.35835268902087103,0.22672524823757548,0.03099902625785973,0.32192809488736235,True,inconsistent_or_borderline,231,1.0,204.1,0.15871783315389473,ok
OPCID_22,OPCID,NC_000913.3,1247430,1251440,1249435,4010,DstpA,0.3122298307225402,0.30541726713763767,0.3088235489300889,0.5059131870777891,0.5343917998681916,0.5201524934729904,0.752151873589326,0.7121070771691372,0.7911151025270813,-0.031826751335628706,0.32192809488736235,True,increase_consistent,820,1.0,784.18,0.49585435000264594,ok
OPCID_22,OPCID,NC_000913.3,1247430,1251440,1249435,4010,DhnsDstpA,0.3122298307225402,0.30541726713763767,0.3088235489300889,0.400501077699291,0.3597256704739283,0.3801133740866096,0.2996470189522185,0.3750233571573913,0.2201143480728037,-0.031826751335628706,0.32192809488736235,True,inconsistent_or_borderline,820,1.0,784.18,0.21629156370665498,ok
OPCID_23,OPCID,NC_000913.3,1295210,1310880,1303045,15670,DstpA,0.19291811858615662,0.19388518021443443,0.19340164940029553,0.15691226952485696,0.1492582584277663,0.15308526397631161,-0.3372646833446592,-0.30164193256015437,-0.37378934099142086,0.0072138884369549955,0.32192809488736235,True,inconsistent_or_borderline,10585,0.8641142630430471,12199.22,0.7161115429987025,ok
OPCID_23,OPCID,NC_000913.3,1295210,1310880,1303045,15670,DhnsDstpA,0.19291811858615662,0.19388518021443443,0.19340164940029553,0.19186516938693535,0.18365235301662736,0.18775876120178137,-0.04271987033521404,-0.011507265820417958,-0.07462271821113814,0.0072138884369549955,0.32192809488736235,True,within_reference,10585,0.8641142630430471,12199.22,0.6508976744447703,ok
OPCID_24,OPCID,NC_000913.3,1337800,1341950,1339875,4150,DstpA,0.3573425092531068,0.35683319211928066,0.35708785068619375,0.38390686537168484,0.3772680191323161,0.3805874422520005,0.09194891018296857,0.10447731051465166,0.07931075913120997,-0.0020577273249907497,0.32192809488736235,True,within_reference,861,1.0,840.5,0.24041428777218032,ok
OPCID_24,OPCID,NC_000913.3,1337800,1341950,1339875,4150,DhnsDstpA,0.3573425092531068,0.35683319211928066,0.35708785068619375,0.43972680033647205,0.40121135987498746,0.42046908010572975,0.23572066391219923,0.30032841468707433,0.16808340542585493,-0.0020577273249907497,0.32192809488736235,True,within_reference,861,1.0,840.5,0.19302336096449552,ok
OPCID_25,OPCID,NC_000913.3,1350060,1357740,1353900,7680,DstpA,0.14686945707144328,0.14797122611547114,0.1474203415934572,0.1774412806637756,0.17046418223578633,0.17395273144978096,0.2387597262350183,0.2674060766864913,0.20953302698417706,0.010782257845256661,0.32192809488736235,True,within_reference,3003,1.0,2910.96,0.2083916691918183,ok
OPCID_25,OPCID,NC_000913.3,1350060,1357740,1353900,7680,DhnsDstpA,0.14686945707144328,0.14797122611547114,0.1474203415934572,0.2127291041960245,0.19551138243695104,0.20412024331648776,0.4694836601020349,0.5290818203797492,0.4073169954804294,0.010782257845256661,0.32192809488736235,True,increase_consistent,3003,1.0,2910.96,0.18576622319329184,ok
OPCID_26,OPCID,NC_000913.3,1666390,1668580,1667485,2190,DstpA,0.6217155969696907,0.6294785083194041,0.6255970526445473,0.5991843425048028,0.6485692863882561,0.6238768144465294,-0.003972521156084926,-0.06223379101657278,0.05202698948558348,0.017902350035093804,0.32192809488736235,False,within_reference,253,1.0,228.98000000000002,0.3261723658807009,ok
OPCID_26,OPCID,NC_000913.3,1666390,1668580,1667485,2190,DhnsDstpA,0.6217155969696907,0.6294785083194041,0.6255970526445473,0.6914285113174377,0.6192675787822197,0.6553480450498287,0.06702758710891826,0.14434637916707493,-0.01467079875500772,0.017902350035093804,0.32192809488736235,False,within_reference,253,1.0,228.98000000000002,0.45369578340603967,ok
OPCID_27,OPCID,NC_000913.3,1695830,1705800,1700815,9970,DstpA,0.12283112292961772,0.12193852621606405,0.12238482457284089,0.12749558288846,0.13283630889689318,0.1301659458926766,0.08892738059839043,0.05902258710693415,0.1182248621869064,-0.01052214247118646,0.32192809488736235,True,within_reference,4950,1.0,4920.3,0.2622597474146832,ok
OPCID_27,OPCID,NC_000913.3,1695830,1705800,1700815,9970,DhnsDstpA,0.12283112292961772,0.12193852621606405,0.12238482457284089,0.18894939304015645,0.17576342732825107,0.18235641018420376,0.575336235748595,0.626575205886546,0.5222102288535716,-0.01052214247118646,0.32192809488736235,True,increase_consistent,4950,1.0,4920.3,0.2960479639816409,ok
OPCID_28,OPCID,NC_000913.3,1732990,1737920,1735455,4930,DstpA,0.25480600743249743,0.25032806490546616,0.2525670361689818,0.26092756607236123,0.2657634489241484,0.2633455074982548,0.06029049045431239,0.046983010007983834,0.07347634317953727,-0.025579247444111095,0.32192809488736235,True,within_reference,1275,1.0,1190.72,0.2532482234817307,ok
OPCID_28,OPCID,NC_000913.3,1732990,1737920,1735455,4930,DhnsDstpA,0.25480600743249743,0.25032806490546616,0.2525670361689818,0.31977993317743203,0.2913923416911504,0.3055861374342912,0.27491274083143624,0.3404130518789191,0.2062966034941017,-0.025579247444111095,0.32192809488736235,True,inconsistent_or_borderline,1275,1.0,1190.72,0.2182574380410099,ok
OPCID_29,OPCID,NC_000913.3,1741110,1747490,1744300,6380,DstpA,0.22029747067053662,0.2121865772630225,0.21624202396677955,0.2121987198627279,0.20716817619300143,0.20968344802786465,-0.04443393767849398,-0.027230967391905274,-0.06184451752288103,-0.05411953542033568,0.32192809488736235,True,within_reference,2016,1.0,2003.4099999999999,0.3868698328648033,ok
OPCID_29,OPCID,NC_000913.3,1741110,1747490,1744300,6380,DhnsDstpA,0.22029747067053662,0.2121865772630225,0.21624202396677955,0.31353741856836864,0.29074320827350203,0.30214031342093534,0.4825717698807404,0.5359907089054426,0.42709857062557877,-0.05411953542033568,0.32192809488736235,True,increase_consistent,2016,1.0,2003.4099999999999,0.2348978863073724,ok
OPCID_30,OPCID,NC_000913.3,1798820,1802930,1800875,4110,DstpA,0.5292595337226113,0.5381092853557574,0.5336844095391844,0.5751938306488374,0.5155143772993943,0.5453541039741159,0.031206424069148298,0.10806133530055355,-0.04997420284947081,0.02392384926338077,0.32192809488736235,False,within_reference,861,1.0,824.24,0.4060147057233178,ok
OPCID_30,OPCID,NC_000913.3,1798820,1802930,1800875,4110,DhnsDstpA,0.5292595337226113,0.5381092853557574,0.5336844095391844,0.5605787186800499,0.5239083518448453,0.5422435352624476,0.022954081238052367,0.07093010953911061,-0.026672405856016927,0.02392384926338077,0.32192809488736235,False,within_reference,861,1.0,824.24,0.3217622240358856,ok
OPCID_31,OPCID,NC_000913.3,2139120,2147740,2143430,8620,DstpA,0.16257204056691124,0.16403500018620665,0.16330352037655893,0.1603661164646331,0.16218087048557384,0.16127349347510347,-0.018046551709938276,-0.02618654284017432,-0.00995223057522181,0.012924514417553577,0.32192809488736235,True,within_reference,3741,1.0,3672.3199999999997,0.3640929164527438,ok
OPCID_31,OPCID,NC_000913.3,2139120,2147740,2143430,8620,DhnsDstpA,0.16257204056691124,0.16403500018620665,0.16330352037655893,0.20045367816298615,0.18341319011746074,0.19193343414022346,0.23305015412184799,0.29571299823164854,0.16754150195851275,0.012924514417553577,0.32192809488736235,True,within_reference,3741,1.0,3672.3199999999997,0.2572014855955798,ok
OPCID_32,OPCID,NC_000913.3,2211940,2215000,2213470,3060,DstpA,0.4017141145812327,0.40534296308049955,0.40352853883086615,0.5041502659577078,0.53660873917834,0.5203795025680239,0.36689342716919254,0.32118309531584577,0.4111998413104395,0.012973944870099048,0.32192809488736235,True,inconsistent_or_borderline,465,1.0,453.0,0.1433494452780279,ok
OPCID_32,OPCID,NC_000913.3,2211940,2215000,2213470,3060,DhnsDstpA,0.4017141145812327,0.40534296308049955,0.40352853883086615,0.4545603744915911,0.41580706471392254,0.4351837196027568,0.10895387667265966,0.17180121608548699,0.04324356119443939,0.012973944870099048,0.32192809488736235,True,within_reference,465,1.0,453.0,0.3848106329708796,ok
OPCID_33,OPCID,NC_000913.3,2259040,2263960,2261500,4920,DstpA,0.37193809843571035,0.4142338809939035,0.3930859897148069,0.27715130008692657,0.28315214807029254,0.28015172407860955,-0.4886365733871216,-0.5041711692880914,-0.47326746990654617,0.15538302527636771,0.32192809488736235,True,decrease_consistent,1225,1.0,1185.96,0.9326346427938186,ok
OPCID_33,OPCID,NC_000913.3,2259040,2263960,2261500,4920,DhnsDstpA,0.37193809843571035,0.4142338809939035,0.3930859897148069,0.3223327871229475,0.28967160671016023,0.30600219691655384,-0.36130293379550993,-0.28629400019799434,-0.4404266642866294,0.15538302527636771,0.32192809488736235,True,inconsistent_or_borderline,1225,1.0,1185.96,0.854320617922811,ok
OPCID_34,OPCID,NC_000913.3,2389410,2393000,2391205,3590,DstpA,0.6167241751098171,0.6290788736453031,0.6229015243775602,0.7179060255331177,0.7003247782672739,0.7091154019001957,0.18701632867565038,0.2047909034630204,0.16902002950919232,0.0286155129920467,0.32192809488736235,True,within_reference,630,1.0,626.5,0.3051639729680611,ok
OPCID_34,OPCID,NC_000913.3,2389410,2393000,2391205,3590,DhnsDstpA,0.6167241751098171,0.6290788736453031,0.6229015243775602,0.5727479797237198,0.517267704861356,0.545007842292538,-0.1927271135816474,-0.12110363835749295,-0.2680929820211715,0.0286155129920467,0.32192809488736235,True,within_reference,630,1.0,626.5,0.6617677836526875,ok
OPCID_35,OPCID,NC_000913.3,2393000,2397570,2395285,4570,DstpA,0.580616525406719,0.6054601608751395,0.5930383431409293,0.6985960504314549,0.6656890748764333,0.6821425626539441,0.20194789731470822,0.23633310052897133,0.1667231054628312,0.06044639979057104,0.32192809488736235,True,within_reference,1035,1.0,1021.5,0.24785479530351026,ok
OPCID_35,OPCID,NC_000913.3,2393000,2397570,2395285,4570,DhnsDstpA,0.580616525406719,0.6054601608751395,0.5930383431409293,0.4752514348622016,0.4247678961507279,0.45000966550646476,-0.39816939721853006,-0.31943440322139294,-0.4814506540961497,0.06044639979057104,0.32192809488736235,True,inconsistent_or_borderline,1035,1.0,1021.5,0.9196123554201437,ok
OPCID_36,OPCID,NC_000913.3,2440390,2441890,2441140,1500,DstpA,1.2897626899841428,1.3214808229981962,1.3056217564911696,1.563359079056019,1.6034786338960538,1.5834188564760363,0.2783059339753859,0.2599121775555102,0.2964681269583024,0.035049847851900906,0.32192809488736235,True,within_reference,120,1.0,105.09,0.14366651430490834,ok
OPCID_36,OPCID,NC_000913.3,2440390,2441890,2441140,1500,DhnsDstpA,1.2897626899841428,1.3214808229981962,1.3056217564911696,1.2018733775901265,1.0670009257371318,1.1344371516636291,-0.20276031800190908,-0.11945209319056076,-0.2911755754070734,0.035049847851900906,0.32192809488736235,True,within_reference,120,1.0,105.09,0.5052310415360861,ok
OPCID_37,OPCID,NC_000913.3,2529590,2532260,2530925,2670,DstpA,0.6888225211127609,0.6974493938414145,0.6931359574770877,0.7673913959422666,0.7514644502806735,0.75942792311147,0.13177468345117457,0.14682422703481213,0.11656649343894998,0.017956227832005792,0.32192809488736235,True,within_reference,378,1.0,343.26,0.33658781489680684,ok
OPCID_37,OPCID,NC_000913.3,2529590,2532260,2530925,2670,DhnsDstpA,0.6888225211127609,0.6974493938414145,0.6931359574770877,0.6663889488170478,0.605140436388315,0.6357646926026814,-0.1246454642108018,-0.05677388667192066,-0.1958683714450724,0.017956227832005792,0.32192809488736235,True,within_reference,378,1.0,343.26,0.4647938658959649,ok
OPCID_38,OPCID,NC_000913.3,2532990,2536410,2534700,3420,DstpA,0.703780895757027,0.7325345884459894,0.7181577421015082,0.6076276137450858,0.5928981962735678,0.6002629050093268,-0.25870624912990386,-0.241113329453865,-0.276516356577204,0.057770529148987435,0.32192809488736235,True,within_reference,630,1.0,567.81,0.842997019060974,ok
OPCID_38,OPCID,NC_000913.3,2532990,2536410,2534700,3420,DhnsDstpA,0.703780895757027,0.7325345884459894,0.7181577421015082,0.6045014420644138,0.5465537016606313,0.5755275718625226,-0.3194157189539541,-0.24855498322655428,-0.39393750938344535,0.057770529148987435,0.32192809488736235,True,inconsistent_or_borderline,630,1.0,567.81,0.742135114387086,ok
OPCID_39,OPCID,NC_000913.3,2543000,2544750,2543875,1750,DstpA,0.8706360355432058,0.9145132969633054,0.8925746662532557,0.8579724303198573,0.9715055464686355,0.9147389883942464,0.035387284060192196,-0.05704156989101329,0.12224937291238072,0.07093441244471986,0.32192809488736235,False,within_reference,153,1.0,144.5,0.41769771567506403,ok
OPCID_39,OPCID,NC_000913.3,2543000,2544750,2543875,1750,DhnsDstpA,0.8706360355432058,0.9145132969633054,0.8925746662532557,0.7184510172689559,0.644820098338204,0.68163555780358,-0.3889722631646261,-0.3130830598644221,-0.469076147685372,0.07093441244471986,0.32192809488736235,True,inconsistent_or_borderline,153,1.0,144.5,0.6832280545574019,ok
OPCID_40,OPCID,NC_000913.3,2563220,2565610,2564415,2390,DstpA,0.7392663917523911,0.7769776607675625,0.7581220262599768,1.056050451098757,1.010998245080339,1.033524348089548,0.44707039025084244,0.47817677238669076,0.415278506598344,0.07177879208368962,0.32192809488736235,True,increase_consistent,300,1.0,273.78000000000003,0.15294370131344132,ok
